"Name","K","Kin","Kout","TypeI","TypeII"
"SH3PXD2A",1,0,1,1,0
"SHMT1",1,0,1,1,0
"SIGLEC7",1,0,1,1,0
"SIGMAR1",1,0,1,2,0
"SIX1",1,0,1,1,0
"SIX2",1,0,1,1,0
"SKIL",16,0,16,2,0
"SLC1A6",2,0,2,1,0
"SLC22A11",1,0,1,1,0
"SLC22A4",1,0,1,1,0
"SLC27A6",3,0,3,1,0
"SLC35E1",1,0,1,1,0
"SLC6A3",2,0,2,2,0
"SLC8A3",1,0,1,1,0
"SMAD9",8,0,8,2,0
"SMARCC2",2,0,2,1,0
"SMARCD3",1,0,1,2,0
"SMC5",1,0,1,1,0
"SMPD1",1,0,1,2,0
"SMPD3",1,0,1,1,0
"SNAP29",1,0,1,2,0
"SNCG",3,0,3,2,0
"SNRPC",1,0,1,1,0
"SNTB1",2,0,2,2,0
"SNX5",3,0,3,1,0
"SON",2,0,2,1,0
"SORL1",2,0,2,2,0
"SORT1",2,0,2,2,0
"SOX9",1,0,1,1,0
"SP110",1,0,1,1,0
"SPAG8",1,0,1,1,0
"SPG20",1,0,1,1,0
"SPOCK2",1,0,1,2,0
"SPSB1",1,0,1,1,0
"SPTA1",2,0,2,1,0
"SPTBN2",1,0,1,2,0
"SREBF2",1,0,1,2,0
"SSBP4",1,0,1,1,0
"SSTR1",2,0,2,2,0
"SSTR4",1,0,1,2,0
"ST13",4,0,4,2,0
"ST14",1,0,1,2,0
"ST3GAL3",1,0,1,1,0
"STAM",3,0,3,1,0
"STAT1",13,0,13,2,0
"STAT5A",8,0,8,2,0
"STAT6",5,0,5,2,0
"STC2",2,0,2,2,0
"STK3",2,0,2,2,0
"STK38",1,0,1,1,0
"STOM",1,0,1,2,0
"STON2",1,0,1,1,0
"STRADB",1,0,1,1,0
"STX7",2,0,2,1,0
"SUCLG2",1,0,1,2,0
"SUGT1",1,0,1,1,0
"SURF2",1,0,1,1,0
"SYT7",3,0,3,2,0
"SYTL2",2,0,2,1,0
"TAC3",1,0,1,1,0
"TACC1",1,0,1,1,0
"TACR2",1,0,1,2,0
"TACR3",1,0,1,2,0
"TALDO1",1,0,1,1,0
"TAP2",1,0,1,2,0
"TAX1BP1",4,0,4,1,0
"TBL3",1,0,1,2,0
"TBPL1",2,0,2,1,0
"TCF12",1,0,1,2,0
"TCF7L2",1,0,1,1,0
"TEAD4",1,0,1,1,0
"TF",3,0,3,2,0
"TFAM",1,0,1,2,0
"TFAP2A",3,0,3,2,0
"TFAP2B",1,0,1,2,0
"TFCP2",1,0,1,1,0
"TFE3",2,0,2,2,0
"TFG",2,0,2,2,0
"TGFB3",1,0,1,2,0
"TGFBR3",2,0,2,2,0
"TGOLN2",2,0,2,2,0
"THAP1",1,0,1,1,0
"THAP7",2,0,2,1,0
"THBD",1,0,1,2,0
"THEG",1,0,1,1,0
"THOC7",2,0,2,1,0
"THRB",8,0,8,2,0
"TIE1",1,0,1,1,0
"TIMM17A",1,0,1,1,0
"TLK1",1,0,1,1,0
"TLR3",1,0,1,1,0
"TLR5",1,0,1,2,0
"TLR6",3,0,3,2,0
"TLR7",2,0,2,2,0
"TLR8",2,0,2,2,0
"TM4SF1",4,0,4,2,0
"TMEM222",1,0,1,2,0
"TMEM98",1,0,1,2,0
"TNFRSF10C",1,0,1,1,0
"TNFRSF10D",1,0,1,2,0
"TNFRSF11A",6,0,6,2,0
"TNFRSF12A",2,0,2,1,0
"TNFRSF13B",4,0,4,2,0
"TNFRSF13C",2,0,2,2,0
"TNFRSF17",1,0,1,1,0
"TNFRSF19",2,0,2,1,0
"TNFRSF1B",4,0,4,2,0
"TNFRSF21",2,0,2,1,0
"TNFRSF25",4,0,4,1,0
"TNFRSF8",4,0,4,1,0
"TNFRSF9",2,0,2,2,0
"TNFSF14",2,0,2,2,0
"TNIP1",3,0,3,2,0
"TNNI1",2,0,2,1,0
"TOE1",2,0,2,1,0
"TOPORS",1,0,1,1,0
"TOX4",1,0,1,2,0
"TP53I3",1,0,1,1,0
"TP53RK",1,0,1,1,0
"TP73",1,0,1,2,0
"TPM3",2,0,2,1,0
"TPPP",1,0,1,1,0
"TRAF3IP1",2,0,2,1,0
"TRAFD1",1,0,1,1,0
"TRAK2",1,0,1,1,0
"TRDMT1",2,0,2,1,0
"TREM1",1,0,1,1,0
"TREM2",1,0,1,1,0
"TRH",1,0,1,1,0
"TRHR",1,0,1,2,0
"TRIM11",3,0,3,1,0
"TRIM39",1,0,1,2,0
"TRIM63",1,0,1,1,0
"TRMT2A",5,0,5,1,0
"TRPC4",2,0,2,2,0
"TRPC5",1,0,1,1,0
"TSPAN15",1,0,1,1,0
"TSPAN3",1,0,1,1,0
"TSPAN4",3,0,3,2,0
"TSPAN6",2,0,2,2,0
"TSPYL4",1,0,1,1,0
"TSSC4",1,0,1,1,0
"TTC3",1,0,1,1,0
"TTF2",2,0,2,2,0
"TUB",2,0,2,1,0
"TUBA1B",2,0,2,1,0
"TWF2",1,0,1,1,0
"TXK",2,0,2,2,0
"TXNIP",1,0,1,1,0
"TYRO3",4,0,4,2,0
"UBA2",2,0,2,1,0
"UBE2A",3,0,3,2,0
"UBE2N",2,0,2,1,0
"UBE2O",1,0,1,2,0
"UBE2V2",1,0,1,1,0
"UBE2W",1,0,1,1,0
"UCP2",1,0,1,1,0
"UCP3",1,0,1,1,0
"UGP2",1,0,1,1,0
"UPF3B",4,0,4,2,0
"UQCRB",1,0,1,2,0
"UQCRQ",1,0,1,2,0
"UROD",1,0,1,1,0
"USP2",1,0,1,1,0
"USP33",3,0,3,2,0
"USP9X",2,0,2,2,0
"UTP3",1,0,1,1,0
"UTP6",1,0,1,1,0
"VANGL1",1,0,1,2,0
"VCP",9,0,9,2,0
"VDAC2",1,0,1,1,0
"VLDLR",1,0,1,2,0
"VPS33B",1,0,1,1,0
"WASF2",6,0,6,2,0
"WASF3",2,0,2,1,0
"WBP4",1,0,1,1,0
"WDR18",1,0,1,1,0
"WDR62",1,0,1,1,0
"WDTC1",1,0,1,1,0
"WIPF2",1,0,1,1,0
"WNT5B",1,0,1,2,0
"WNT7B",1,0,1,2,0
"WT1",1,0,1,1,0
"XAB2",4,0,4,2,0
"XK",1,0,1,1,0
"XPC",2,0,2,1,0
"XPO5",1,0,1,1,0
"ZBED1",5,0,5,2,0
"ZBTB16",15,0,15,2,0
"ZBTB25",1,0,1,1,0
"ZBTB5",1,0,1,1,0
"ZC3H7B",1,0,1,1,0
"ZFPM2",2,0,2,1,0
"ZNF165",1,0,1,1,0
"ZNF219",2,0,2,1,0
"ZNF263",1,0,1,2,0
"ZNF346",1,0,1,1,0
"ZNF354A",1,0,1,1,0
"ZNF408",2,0,2,1,0
"ZNF426",1,0,1,1,0
"ZNF579",5,0,5,2,0
"ZNF655",1,0,1,1,0
"ZNF746",1,0,1,1,0
"ZNF764",1,0,1,1,0
"ZNF775",2,0,2,2,0
"ZW10",1,0,1,2,0
